"location","indicator","measure","Unit","Date","Value"
"Utah","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","35"
"Utah","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","29"
"Utah","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","4000"
"Utah","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","7.5"
"Utah","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","27"
"Utah","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","1871"
"Utah","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","40"
"Utah","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","19000"
"Utah","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","14000"
"Utah","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","3.26"
"Utah","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","64.7"
"Utah","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","16"
"Utah","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","31"
"Utah","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","380"
"Utah","Adults with AMI who are Uninsured","Number","Number","2017","78000"
"Utah","Adults with AMI who are Uninsured","Percentage","%","2017","17.7"
"Utah","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","587000"
"Utah","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","56.2"
"Utah","Adults with AMI Reporting Unmet Need","Number","Number","2017","100000"
"Utah","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","34"
"Utah","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","34"
"Utah","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","36"
"Utah","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","13"
"Utah","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","22.06"
"Utah","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","48"
"Utah","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","77733"
"Utah","Adults with AMI Reporting Unmet Need","Percentage","%","2017","22.7"
"Vermont","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","43.7"
"Vermont","Adults with AMI who are Uninsured","Number","Number","2017","6000"
"Vermont","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","1000"
"Vermont","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","2000"
"Vermont","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","26.05"
"Vermont","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","38"
"Vermont","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","1000"
"Vermont","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","50.6"
"Vermont","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","3"
"Vermont","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","12.66"
"Vermont","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","13144"
"Vermont","Adults with AMI Reporting Unmet Need","Number","Number","2017","22000"
"Vermont","Adults with AMI Reporting Unmet Need","Percentage","%","2017","20.6"
"Vermont","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","60000"
"Vermont","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","2"
"Vermont","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","3"
"Vermont","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","1"
"Vermont","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","25"
"Vermont","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","5"
"Vermont","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","4"
"Vermont","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","9"
"Vermont","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","3"
"Vermont","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","1"
"Vermont","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","1968"
"Vermont","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","4.7"
"Vermont","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","260"
"Vermont","Adults with AMI who are Uninsured","Percentage","%","2017","5.6"
"Virginia","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","37"
"Virginia","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","70.8"
"Virginia","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","21"
"Virginia","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","42"
"Virginia","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","45"
"Virginia","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","8.7"
"Virginia","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","26000"
"Virginia","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","15.5"
"Virginia","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","9398"
"Virginia","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","8000"
"Virginia","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","55000"
"Virginia","Adults with AMI who are Uninsured","Percentage","%","2017","14.6"
"Virginia","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","53"
"Virginia","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","34"
"Virginia","Adults with AMI who are Uninsured","Number","Number","2017","174000"
"Virginia","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","49"
"Virginia","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","388000"
"Virginia","Adults with AMI Reporting Unmet Need","Number","Number","2017","262000"
"Virginia","Adults with AMI Reporting Unmet Need","Percentage","%","2017","22"
"Virginia","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","243521"
"Virginia","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","730"
"Virginia","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","42"
"Virginia","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","8.15"
"Virginia","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","21.65"
"Virginia","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","19"
"Virginia","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","29"
"Virginia","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","36"
"Washington","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","6.1"
"Washington","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","17000"
"Washington","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","24.2"
"Washington","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","18"
"Washington","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","43"
"Washington","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","42"
"Washington","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","10000"
"Washington","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","62.5"
"Washington","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","36000"
"Washington","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","17.53"
"Washington","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","219597"
"Washington","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","30"
"Washington","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","22"
"Washington","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","4601"
"Washington","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","29"
"Washington","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","28"
"Washington","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","25"
"Washington","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","55.6"
"Washington","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","111000"
"Washington","Adults with AMI who are Uninsured","Percentage","%","2017","11.9"
"Washington","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","360"
"Washington","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","4.7"
"Washington","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","16"
"Washington","Adults with AMI who are Uninsured","Number","Number","2017","127000"
"Washington","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","15"
"Washington","Adults with AMI Reporting Unmet Need","Percentage","%","2017","23.5"
"Washington","Adults with AMI Reporting Unmet Need","Number","Number","2017","249000"
"West Virginia","Adults with AMI who are Uninsured","Percentage","%","2017","11.9"
"West Virginia","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","8000"
"West Virginia","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","24"
"West Virginia","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","23"
"West Virginia","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","40"
"West Virginia","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","15"
"West Virginia","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","42"
"West Virginia","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","5.26"
"West Virginia","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","356000"
"West Virginia","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","37"
"West Virginia","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","10.6"
"West Virginia","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","6000"
"West Virginia","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","1284"
"West Virginia","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","950"
"West Virginia","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","27"
"West Virginia","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","53.8"
"West Virginia","Adults with AMI Reporting Unmet Need","Number","Number","2017","69000"
"West Virginia","Adults with AMI Reporting Unmet Need","Percentage","%","2017","22.1"
"West Virginia","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","16"
"West Virginia","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","82178"
"West Virginia","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","49"
"West Virginia","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","20.03"
"West Virginia","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","35"
"West Virginia","Adults with AMI who are Uninsured","Number","Number","2017","37000"
"West Virginia","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","59.9"
"West Virginia","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","27.9"
"West Virginia","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","2000"
"Wisconsin","Adults with AMI Reporting Unmet Need","Percentage","%","2017","19"
"Wisconsin","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","4.2"
"Wisconsin","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","10000"
"Wisconsin","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","21.4"
"Wisconsin","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","8000"
"Wisconsin","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","51000"
"Wisconsin","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","52.4"
"Wisconsin","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","17.53"
"Wisconsin","Adults with AMI who are Uninsured","Number","Number","2017","75000"
"Wisconsin","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","146005"
"Wisconsin","Adults with AMI who are Uninsured","Percentage","%","2017","9"
"Wisconsin","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","170000"
"Wisconsin","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","71.8"
"Wisconsin","Adults with AMI Reporting Unmet Need","Number","Number","2017","158000"
"Wisconsin","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","16.18"
"Wisconsin","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","16"
"Wisconsin","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","12"
"Wisconsin","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","36"
"Wisconsin","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","600"
"Wisconsin","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","9"
"Wisconsin","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","4"
"Wisconsin","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","50"
"Wisconsin","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","4"
"Wisconsin","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","13"
"Wisconsin","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","17"
"Wisconsin","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","12217"
"Wisconsin","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","35"
"Wyoming","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","13.5"
"Wyoming","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","26.7"
"Wyoming","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","1000"
"Wyoming","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","55.7"
"Wyoming","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","3000"
"Wyoming","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","21.3"
"Wyoming","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","20759"
"Wyoming","Adults with AMI Reporting Unmet Need","Percentage","%","2017","20.5"
"Wyoming","Adults with AMI Reporting Unmet Need","Number","Number","2017","18000"
"Wyoming","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","52"
"Wyoming","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","129000"
"Wyoming","Adults with AMI who are Uninsured","Percentage","%","2017","20.7"
"Wyoming","Adults with AMI who are Uninsured","Number","Number","2017","18000"
"Wyoming","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","563"
"Wyoming","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","31"
"Wyoming","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","49"
"Wyoming","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","27"
"Wyoming","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","32"
"Wyoming","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","6.58"
"Wyoming","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","19"
"Wyoming","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","31"
"Wyoming","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","350"
"Wyoming","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","13"
"Wyoming","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","13"
"Wyoming","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","46"
"Wyoming","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","3000"
"Wyoming","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","9"
